OBJECTID,KC_FAC_FID,KCPARKFID,SITENAME,SITETYPE,OWNER,OWNERTYPE,MANAGER,MANAGETYPE,MAINTD_BY,MAINTTYPE,SHAPE_Length,SHAPE_Area
321,6943,4240907,Colman Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1441.95142501518,121974.359563454
322,2805,5250702,Street End Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1489.63804733339,41080.8573702663
323,4559,6190101,Anderson Riverview Park,Park Site,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,4367.1989137281,1101355.03065263
324,2486,3230101,North Shorewood Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2543.82234932822,272869.564048416
325,2336,5220301,Lake Youngs Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2139.95456047537,209484.224784806
326,4283,6230302,Issaquah Creek Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,6660.18397907775,2073903.02811563
327,5303,3222902,Dockton Forest,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,26630.1807136099,5649463.91003002
328,6892,5231707,Veterans Memorial Park - Renton,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,396.102182069072,10017.652279462
329,5022,5242202,Foresthill Neighborhood Park and Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,3362.55534735044,187109.376283594
330,2662,6223001,Jenkins Creek Park,Park Site,City of Covington,City,City of Covington,City,City of Covington,City,5632.32478318547,965530.820570645
331,4868,4230403,Site 1 Duwamish,Park Site,King County WLRD,County,King County WLRD,County,King County WLRD,County,1586.16207682089,112332.12909514
332,2603,5252401,Idylwood Beach Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,5456.21543611454,804976.90126499
333,7133,3252406,Coe Play Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,341.966429096299,7012.63247191218
334,2428,8231001,Little Si Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,5517.93953718622,1236835.56819359
335,2262,4261702,Paramount Park,Park Site,City of Shoreline,City,City of Shoreline,City,City of Shoreline,City,2237.67400933584,243315.002910078
336,4561,6202404,City Hall Park - Enumclaw,Park Site,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,1234.0000947246,39835.7382944514
337,2754,5232203,Maplewood Golf Course,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,15989.1744879797,8178406.19942702
338,2448,8243201,Meadowbrook Farm,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,41202.3263274242,19289388.709837
339,2398,5211602,Hatchery Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,14366.7655748121,2162785.95517295
340,7300,4222413,Kiwanis Park #1,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,682.697472229363,28480.4799299664
341,2329,5221601,North Meridian Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,6176.301858965,1539003.57136769
342,2629,5241501,Eastgate Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,6462.22023946107,1696365.52509243
343,5172,7242612,Dogwood Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,556.621400811303,13776.1193291655
344,2672,6251001,Kathryn C. Lewis Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2933.44320534852,437630.988830848
345,4943,4243204,Duwamish Waterway Park,Park Site,Other King County,County,City of Seattle,City,City of Seattle,City,1352.83053771583,64704.4745730393
346,2504,4231001,Tukwila Community Center,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,3116.69858058006,555332.278678958
347,7293,4222406,Kherson Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,415.741658144088,8678.62070030421
348,2496,4231602,North SeaTac Park,Park Site,City of SeaTac,City,City of SeaTac,City,City of SeaTac,City,21493.1409304922,6263690.93891846
349,2353,5230401,Sierra Heights Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,5517.1399615441,369724.926495731
350,2505,7263501,Lake Joy Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,800.586303447503,32084.4956020778
351,6941,4240403,Judge Charles M Stokes Overlook,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2915.02974228961,249471.386047564
352,7208,3242604,Pelly Place Natural Area,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1267.08424825607,44778.8352552877
353,5072,8230907,Riverfront Park,Park Site,City of North Bend,City,City of North Bend,City,City of North Bend,City,4049.09373917784,205038.941948651
354,6901,5253202,Wildwood Park - Bellevue,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1285.75428146559,100414.880561237
355,2497,4232301,Fort Dent Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,8227.79827353379,2348595.03072126
356,8053,4253111,Bell Street Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2388.88190017763,61371.8206793721
357,2411,3260701,Wingehaven Park,Park Site,Vashon PRSD,Park District,Vashon PRSD,Park District,Vashon PRSD,Park District,5465.72420493703,749463.997622887
358,2540,8230901,Si View Park and Community Center,Park Site,Si View Metropolitan Park District,Park District,Si View Metropolitan Park District,Park District,Si View Metropolitan Park District,Park District,3508.08683310931,471070.630469566
359,5163,7242603,Cascade Park - Snoqualmie,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,743.502442758477,35707.1457564885
360,2705,5263301,Forbes Creek Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1404.44576276267,97467.6214953211
361,2294,4242002,Georgetown Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1978.85049322645,225986.268371051
362,7125,4252007,Lynn Street Mini Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,98.724366524091,396.550754072227
363,7043,4240507,Lewis Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,4501.36947979493,160837.929509864
364,2455,3222901,Dockton Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,9456.58889981491,961333.94774419
365,4660,7210702,Crow Marsh Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,6297.52134622044,1126565.1324685
366,7829,7242506,Woody Creek Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,467.259227994574,11484.4091893906
367,7294,4222407,Titus Railroad Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,272.760000893667,4471.86428980739
368,2578,5252102,Cherry Crest Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,2416.30890259822,247850.654594221
369,2799,4243203,South Park Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1955.56444281471,241897.709825115
370,14586,5251107,Heron Rookery,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1907.48087995751,200435.908096544
371,7200,4241506,Sierra Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,124.467826037407,640.149442518058
372,2679,6242001,Sammamish Cove Park,Park Site,City of Issaquah,City,City of Issaquah,City,City of Issaquah,City,4458.08954793155,833122.688273258
373,4284,6263301,Novelty Hill Little League Fields,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2354.68419171902,288519.928502159
374,7201,4241507,York Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1011.35912980255,29943.2583722611
375,5020,5242601,Forest Ridge Mini Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,639.83471697172,24431.2901939751
376,2380,5211901,Terminal Park,Park Site,City of Auburn,City,City of Auburn,City,City of Auburn,City,1261.17688624294,53919.0239451019
377,7092,4251004,Bryant Neighborhood Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1634.3800331404,134780.435072429
378,7285,4222203,Old Fire Station Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,400.077313961845,9096.60250659296
379,5087,5260709,Red Brick Road Park,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,884.034228040817,12569.5045759739
380,2403,4210301,Camelot Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,5453.87113708338,787493.291032205
381,7049,4240601,Pioneer Square,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,570.190259348315,13852.1124370494
382,5320,5222404,Covington Community Park,Park Site,City of Covington,City,City of Covington,City,City of Covington,City,4927.15317997554,1299972.12904735
383,6982,3251306,Fremont Canal Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,4012.63505019613,29421.6076488383
384,2338,5213102,Mill Pond Park,Park Site,City of Auburn,City,City of Auburn,City,City of Auburn,City,2444.45115217517,352161.689570386
385,2430,8231002,Torguson Park,Park Site,City of North Bend,City,City of North Bend,City,City of North Bend,City,4934.55681140632,926312.059420047
386,2423,4213601,Pacific City Park,Park Site,City of Pacific,City,City of Pacific,City,City of Pacific,City,4383.32598729811,908097.648093913
387,7118,4252107,Montlake Boulevard,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1084.99350982041,11469.2040415427
388,7193,3241302,Pigeon Point Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,8030.85361477743,1311139.49914425
389,5479,6211403,Ginder Creek Site,Park Site,City of Black Diamond,City,City of Black Diamond,City,City of Black Diamond,City,4790.76967181795,1196637.63158318
390,7308,6250603,Bear and Evans Creek Greenway,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,10876.5270926406,1682451.58708253
391,2446,3221401,Point Robinson Park,Park Site,Vashon PRSD,Park District,Vashon PRSD,Park District,Vashon PRSD,Park District,4668.15201644462,975820.180093138
392,7126,4252008,Terry Pettus Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,892.910828924379,37284.7341542069
393,2562,4230601,Dick Thurnau Memorial Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,6971.20594310006,1353390.27921884
394,2637,5250801,Everest Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,7925.43650391688,1014426.49267115
395,2322,5222701,East Ridge Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,732.891189363582,34330.7897996377
396,5121,4262503,Juanita Woodlands Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,10587.5475574165,1584266.07219909
397,7076,4243504,Atlantic City Boat Ramp,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2271.83420887856,278165.393008989
398,15374,3242411,Longfellow Creek Open Space,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,35646.4061792262,2431689.27640334
399,2698,5263202,Crestwoods Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,5253.81241857121,1205864.15001126
400,5094,6252102,Evans Creek Preserve,Park Site,City of Sammamish,City,City of Sammamish,City,City of Sammamish,City,23577.2724777376,9299117.44646578
401,7052,3241101,Seacrest Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,5440.39665655408,675860.794288038
402,2663,6243601,West Tiger Mountain NRCA,Park Site,Washington State DNR,State,Washington State DNR,State,Washington State DNR,State,111922.400604559,158402134.939901
403,6917,4211601,Thompson Park - Federal Way,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,1455.05831568325,115565.976778716
404,7002,4250501,Maple Leaf Reservoir Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,4223.26362318714,1084241.3848518
405,7100,4250805,NE 60th Street Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,841.754154945437,14467.8235986524
406,2740,7241501,Quigley Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,773.671363743921,15062.2615121339
407,8228,4260902,Grace Cole Nature Park,Park Site,City of Lake Forest Park,City,City of Lake Forest Park,City,City of Lake Forest Park,City,4786.09615186742,620825.896151726
408,7227,3252309,Interbay P-patch,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1141.16296982284,83100.4874522183
409,2756,5232204,Ron Regis Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,5974.89856478161,1934187.36060331
410,6990,3251303,Ross Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1409.28641002268,102325.979162659
411,8147,8231301,Tannerwood Neighborhood Park,Park Site,City of North Bend,City,City of North Bend,City,City of North Bend,City,812.538350194696,34833.4515944128
412,7041,4240408,Dr. Blanche Lavizzo Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2589.6415688395,91924.1367132791
413,6983,3251302,West Ewing Mini Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,812.866998582082,18334.4225699602
414,2447,3220901,Tramp Harbor Dock,Park Site,Vashon PRSD,Park District,Vashon PRSD,Park District,Vashon PRSD,Park District,1469.08728130647,43958.0818737024
415,7301,5221905,Kiwanis Park #3,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,537.813517882162,12793.9254134547
416,2354,5230201,May Valley Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,7373.81052864854,2364002.68776419
417,7612,3233201,Point Heyer Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,23240.5617069181,2560304.55035343
418,2779,5240202,Lake Hills Community Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,2857.00097210878,445990.308581004
419,7161,4253311,T.T. Minor Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,360.195556911403,7207.07509478577
420,2279,7252901,Carnation Marsh Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,21993.1646802029,8133283.81510533
421,2422,4211902,Panther Lake Park,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,7608.17975260136,2472784.26011789
422,5036,5241204,Norelius Property and 41.5 Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,2106.56580835067,230697.778557901
423,2295,4242001,Maplewood Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,3676.80612787657,676565.015567441
424,2431,4210501,Sacajawea Park,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,4352.75437386176,813462.703786654
425,2563,4222302,Hogan Park at Russell Road,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,5186.47601837762,1701171.36504717
426,5044,5242203,Somerset East Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1876.91062447761,129765.785303337
427,2462,2222501,Inspiration Point,Park Site,Vashon PRSD,Park District,Vashon PRSD,Park District,Vashon PRSD,Park District,676.475165397076,26883.0513007104
428,2832,5232001,Phillip Arnold Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,3231.31924222802,482906.354250625
429,15349,4213603,Sunset Park - Pacific,Park Site,City of Pacific,City,City of Pacific,City,City of Pacific,City,278.348381011298,4532.69018768651
430,2639,5250501,Peter Kirk Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,3040.32449744012,547715.741781125
431,2503,4231201,Skyway Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,10151.7690271177,1233466.01297071
432,5120,3233102,Island Center Forest Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,13966.7277852042,4032725.24219415
433,4863,6242604,Central Park - Issaquah,Park Site,City of Issaquah,City,City of Issaquah,City,City of Issaquah,City,8199.12006454837,2203881.9617909
434,7862,7230204,Echo Lake Interchange Site,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,3296.71609050265,337475.920945812
435,7001,3250104,6th Avenue NW Pocket Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,380.881901562121,9006.3967189932
436,2696,6220301,Lake Francis Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2594.12843303469,420598.277758516
437,6900,5253104,Goddard Mini Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,712.519791704545,29950.5895116018
438,7124,4252006,Roanoke Street Mini Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,458.063958547886,11024.3287633033
439,2798,5233302,Boulevard Lane Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,6887.67106666945,1320139.36797898
440,2962,5260706,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,119352.454361345,7608316.59550949
441,2968,4220202,Green River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,17505.9530672551,1132351.47091211
442,5164,7242604,Chanticleer Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,556.272901777882,18335.0777344455
443,2640,5250402,North Rose Hill Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,7994.45191552151,1123950.66029749
444,4828,7191802,Mud Mountain Dam Recreation Area,Park Site,Other Federal,Federal,Other Federal,Federal,Other Federal,Federal,4059.69580654779,622961.78480621
445,2288,4242501,South Mercer Playfield,Park Site,City of Mercer Island,City,City of Mercer Island,City,City of Mercer Island,City,3484.25468766623,700058.292777872
446,2605,5252402,Ardmore Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,9406.9531399648,1330179.81564909
447,2389,5210901,Lea Hill Park,Park Site,City of Auburn,City,City of Auburn,City,City of Auburn,City,2622.89610661213,375674.79611589
448,2531,5231602,Maplewood Roadside Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1102.66767476471,28453.5418246943
449,2420,3252201,Magnolia Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,28218.819839752,2481793.18470437
450,2388,5212101,Shaughnessy Park,Park Site,City of Auburn,City,City of Auburn,City,City of Auburn,City,1827.01981937587,150216.023894663
451,7286,4222405,Uplands Extension Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,2812.25191486577,140964.923610229
452,7259,3231901,Shinglemill Creek Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,8045.12958436611,3016667.98015611
453,2655,6222401,Big Bend Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,15395.9081080399,4612703.66086584
454,6999,4262808,Pinehurst Pocket Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,375.324417662924,8104.75559300447
455,2528,4232701,McMicken Heights Park,Park Site,City of SeaTac,City,City of SeaTac,City,City of SeaTac,City,2219.9601865318,156486.268303787
456,15373,2221303,Wax Orchard Site,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,12335.3590113987,4826908.87906764
457,2272,4260802,James Keough Park,Park Site,City of Shoreline,City,City of Shoreline,City,City of Shoreline,City,1695.79314894053,135057.514317785
458,2597,5260702,Sammamish River Park,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,16362.1092547375,2000132.72095503
459,15347,4213505,Rhubarb Park,Park Site,City of Pacific,City,City of Pacific,City,City of Pacific,City,1095.74862012776,19665.3624224222
460,2548,4220802,Field House Park,Park Site,City of Des Moines,City,City of Des Moines,City,City of Des Moines,City,1925.86165088155,224141.294501837
461,6902,5240802,Chesterfield Beach Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1243.09499039441,32170.5521860955
462,15350,4213604,Volunteer Park - Pacific,Park Site,City of Pacific,City,City of Pacific,City,City of Pacific,City,1664.10874918929,128074.730014584
463,7127,4252009,St. Marks Greenbelt,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,4404.2590268428,162443.74759155
464,4878,6200201,Bass Lake Complex Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,76420.2915186837,26203542.3063616
465,2975,7212102,Foothills Trail Site,Trail Site Regional,Other Federal,Federal,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,48894.5300367475,3318006.25825744
466,2953,5220303,Lake Youngs Trail Site,Trail Site Regional,Other Utility District,Other Government,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,98643.7064888433,1604456.36576705
467,7556,8233402,Rattlesnake Lake Recreation Area,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,24749.2595038384,1923182.27322664
468,7580,3241203,Jack Block Park,Park Site,Port of Seattle,Other Government,Port of Seattle,Other Government,Port of Seattle,Other Government,6824.3705032295,218155.442389159
469,7808,3222905,Maury Island Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,22390.0592719294,12016746.809801
470,15335,4232305,Macadam Winter Garden,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,4090.30299651105,426847.110492153
471,7273,6251901,Viewpoint Neighborhood Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1915.41777133684,207051.431586622
472,7145,3252507,Parsons Gardens,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,558.23971916271,19250.6172224439
473,2726,6253601,Soaring Eagle Regional Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,28355.1357049451,33512344.6130135
474,2792,4250802,Cowen Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2515.54206997546,380334.088936486
475,8150,5241003,Sunset Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,3196.1802857205,219102.429406937
476,2632,5241101,Robinswood Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,6534.43068854711,2183513.41980722
477,7226,3252308,Interbay Golf,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,6545.75118476744,1757262.05664896
478,7152,4252911,Summit Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,134.564417241333,766.634482392127
479,6992,3252504,Kerry Park and Viewpoint,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1562.43943524405,53617.3969903078
480,2670,6252101,Northeast Sammamish Park,Park Site,City of Sammamish,City,City of Sammamish,City,City of Sammamish,City,3170.7114183703,249764.598845775
481,2580,5251901,Yarrow Bay Wetlands,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,15165.7414659608,3371985.56866185
482,7837,6211101,Coal Car Historical Triangle,Park Site,City of Black Diamond,City,City of Black Diamond,City,City of Black Diamond,City,466.704922211067,7556.21454501483
483,7168,4240514,Union Station Square,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,206.915070351647,1528.13063391686
484,2713,5250202,Redmond Muncipal Campus,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,4017.65143572138,689718.549795905
485,7141,3252307,Condon Way Centerstrip,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2855.07836649083,23988.4545496819
486,7296,4222409,Rosebed Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,489.327644476041,11937.3081554994
487,2765,3252503,Kinnear Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,4277.0720779353,639263.011112152
488,7269,6263105,Juel Community Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,5175.71936037294,1667901.19897474
489,6933,4262901,Pinehurst Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,949.578510497685,54825.7133981923
490,2346,5230902,Highlands Park - Renton,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,2940.06179551519,470356.66398389
491,2328,5223002,Horsehead Bend Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,5543.21633447475,1520557.74537569
492,2344,5231101,Coalfield Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,6208.94502946235,863647.062129851
493,7202,4241508,Horton Hil Corridor,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,552.456147216377,12973.6549409125
494,2304,4253301,Garfield Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2859.97715671927,408991.202386679
495,2689,6243403,Community Center Park (Issaquah),Park Site,City of Issaquah,City,City of Issaquah,City,City of Issaquah,City,2555.18387575798,186509.471718472
496,6927,6261311,Old Duvall Water Tank Site,Park Site,City of Duvall,City,City of Duvall,City,City of Duvall,City,1701.35973561352,116999.493950985
497,8145,7251607,Carnation Off-Leash Dog Park,Park Site,City of Carnation,City,City of Carnation,City,City of Carnation,City,2189.630869242,291638.358875914
498,3700,7223101,Ravensdale Retreat Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,19641.0766523921,6343494.16441302
499,6974,3251002,Commodore Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2453.28027191458,200824.453857209
500,7016,4252706,Howell Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,944.799463614284,37594.3287820949
501,6934,4262902,Victory Creek Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1018.07404953193,43191.4949061806
502,5012,5242306,Eaglesmere Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,2530.72631778213,145508.671954897
503,3139,6261202,Dougherty Farmstead,Park Site,City of Duvall,City,City of Duvall,City,City of Duvall,City,4774.07407040364,956527.952532119
504,4562,7201902,Ellenson Park,Park Site,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,1558.55569880554,121931.611443819
505,2707,5261602,South Norway Hill Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,2710.00441711275,425572.013984067
506,7027,4253104,Regrade Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,456.003315086697,12960.0800130756
507,7194,3241303,Delridge Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,3586.74098414899,610240.749382844
508,7277,5262903,McAuliffe Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,5176.40053943278,511739.025559923
509,2821,7210801,Jellum Site,Park Site,Washington State Parks,State,Washington State Parks,State,Washington State Parks,State,33099.4798413574,15652349.1339691
510,7086,3263506,Crown Hill Glen,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,519.240888032666,15706.5320519116
