OBJECTID,KC_FAC_FID,KCPARKFID,SITENAME,SITETYPE,OWNER,OWNERTYPE,MANAGER,MANAGETYPE,MAINTD_BY,MAINTTYPE,SHAPE_Length,SHAPE_Area
1,2579,5252101,Pikes Peak Greenbelt,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,3532.37195826205,275218.18737815
2,7184,3241002,Schmitz Boulevard,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2562.34169735758,103975.166434735
3,7228,4250503,Banner Way Triangles,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,552.852693593062,6511.412186096
4,2620,5242102,Lake Heights Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,5847.34955576968,665645.551903776
5,2470,3250101,Ballard High School Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,3152.83208148796,558000.281943651
6,2345,5230903,Kiwanis Park - Renton,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,3117.22390089597,406243.223926497
7,7223,3242410,Rotary Viewpoint,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2759.96737190294,97614.5697801178
8,2613,5250802,Terrace Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1144.18532342149,78280.004067495
9,2682,6241701,Lake Sammamish State Park,Park Site,Washington State Parks,State,Washington State Parks,State,Washington State Parks,State,28730.7909321792,20516575.1892382
10,2806,5262902,North Kirkland Community Center,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,3084.34830148839,240666.161878585
11,8111,6243302,Mine Hill Park,Park Site,City of Issaquah,City,City of Issaquah,City,City of Issaquah,City,3861.60113994834,132289.885893416
12,15339,4230501,Glendale Forest,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2262.14756629681,210649.832641341
13,3125,8230501,Tollgate Farm,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,12624.0312638102,7295447.62805479
14,7843,3260206,Kayu Kayu Ac Park,Park Site,Other King County,County,City of Shoreline,City,City of Shoreline,City,1253.63559675337,78499.367992405
15,7251,4213002,SW 363rd Street Open Space,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,4626.28077597642,340366.553696669
16,6893,5231803,Gateway Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,356.291142083082,7549.81970063655
17,5169,7242609,Cottonwood Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,504.821614246348,16855.1435495114
18,7185,3241003,Alki Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1956.6728278392,197650.091327715
19,7134,3252407,Queen Anne Boulevard,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,40276.3987877836,1314206.29206031
20,5013,5242204,Forest Drive Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,4045.51078900206,72422.3284641319
21,3699,6223502,Henrys Ridge Open Space,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,39061.4948382783,10747097.5179871
22,2730,6261303,Taylor Park,Park Site,City of Duvall,City,City of Duvall,City,City of Duvall,City,2893.61522080226,319624.170852668
23,4997,5251103,Dudley Carter Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,901.71686138281,50098.1816599669
24,5055,5242501,Winfield Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,3050.31107073237,92160.1332345458
25,2581,5251801,Watershed Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,15413.8397704091,3366080.39355277
26,2647,5243601,Cougar Mountain Regional Wildland Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,108967.791330292,145413889.840564
27,2830,7211901,Hanging Gardens Site,Park Site,Washington State Parks,State,Washington State Parks,State,Washington State Parks,State,32794.0085718618,15633697.5017466
28,2815,5262802,Totem Lake Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,4427.52437464047,743988.812603413
29,15342,4213503,Beaver Park,Park Site,City of Pacific,City,City of Pacific,City,City of Pacific,City,455.113354950022,7899.08851233742
30,6925,6261310,4th Avenue Open Space,Park Site,City of Duvall,City,City of Duvall,City,City of Duvall,City,3208.54270677514,149966.067653459
31,2269,4261103,Inglewood Wetlands,Park Site,City of Kenmore,City,City of Kenmore,City,City of Kenmore,City,7258.16254319406,656609.511115044
32,5030,5242309,Lakemont - Lakemont Blvd Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,3540.23938779555,119194.685079906
33,2521,4230801,Arbor Lake Park,Park Site,City of Burien,City,City of Burien,City,City of Burien,City,3461.5416665127,379675.766448152
34,2824,5251803,Houghton Beach Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,2715.88299756052,417237.477518725
35,6985,4251704,North Passage Point Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,833.872796658649,34722.0595050307
36,2703,5263204,Highlands Park - Kirkland,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1308.74861113574,107013.834146235
37,8049,6243301,Hillside Park,Park Site,City of Issaquah,City,City of Issaquah,City,City of Issaquah,City,5868.91431772267,1445712.74584032
38,6894,5231708,Tonkins Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,452.347116208205,7567.78294955717
39,2826,5231702,Cedar River Park - Renton,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,4198.17748469183,890460.078365875
40,5048,5241404,The Heights Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,4033.76368686971,164944.015846063
41,7114,3251505,Arapahoe Triangle,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,201.887837655923,1554.17845410949
42,5017,5242206,Forest Park - Upper Washout Way,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,4099.7472177617,208054.113289825
43,8107,4233102,Brittany Park,Park Site,City of Normandy Park,City,City of Normandy Park,City,City of Normandy Park,City,490.147173207468,15045.1276026835
44,2567,4223202,Wooten Park,Park Site,City of Des Moines,City,City of Des Moines,City,City of Des Moines,City,1120.23673106117,86959.436137508
45,2625,5243001,Pioneer Park,Park Site,City of Mercer Island,City,City of Mercer Island,City,City of Mercer Island,City,15398.1438137374,4945299.71990813
46,2450,8243401,Three Forks Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,47654.1192140488,15031892.2023847
47,2469,3250201,Loyal Heights Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2173.2142854764,291081.684737541
48,7180,4240802,Twelfth Avenue South Viewpoint,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1254.34113946605,46460.4398594481
49,7172,4240410,Mt Baker Ridge Viewpoint,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,323.593270659119,4865.71580775529
50,5316,4221703,South 239th Beach Access,Park Site,City of Des Moines,City,City of Des Moines,City,City of Des Moines,City,356.983205280288,3538.65085073379
51,2734,6260701,Cottage Lake Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,4116.23382331132,903906.67792448
52,8126,4212504,Junction Park,Park Site,City of Algona,City,City of Algona,City,City of Algona,City,315.694769939809,5677.85472990512
53,6906,5252702,Viewpoint Park - Bellevue,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,3587.50079284112,589145.091482864
54,6921,3212301,Wedgwood Park,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,1654.38714622331,93005.4039305295
55,2500,4231301,Black River Forest,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,11378.6364992922,4517382.07163889
56,8216,6242807,Berntsen Park,Park Site,City of Issaquah,City,City of Issaquah,City,City of Issaquah,City,1492.10623415767,102816.915150083
57,2800,7233101,Taylor Mountain Forest,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,60297.2633363966,83804242.1188689
58,2516,4240904,Amy Yee Tennis Center,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,3613.54618216446,368373.717975041
59,7882,4210402,Laurelwood Park,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,4866.53172284632,781352.63496642
60,6914,5253502,Evergreen Park - Bellevue,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1007.53757586732,58816.0502786702
61,6980,3252404,David Rodgers Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2575.97507314076,414815.61280294
62,2458,3210101,Poverty Bay Park,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,8060.52125723735,2445466.220205
63,2593,5251002,Snyders Corner Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1801.27402248015,194438.458196656
64,2761,3230201,Arroyo Heights Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2413.33477795027,159993.247388354
65,4858,6231902,Jones Reach Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1427.61028186429,110732.509133434
66,8123,4212502,Bike Trail Park,Park Site,City of Algona,City,City of Algona,City,City of Algona,City,377.175935444412,7857.26235582736
67,5391,3260205,Strandberg Preserve,Park Site,City of Shoreline,City,City of Shoreline,City,City of Shoreline,City,1589.92819791592,112413.227846189
68,2417,3252501,Centennial Park,Park Site,Port of Seattle,Other Government,Port of Seattle,Other Government,Port of Seattle,Other Government,16520.1750458938,801268.222097081
69,2591,5251102,Spiritbrook Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1074.04668392694,77451.9034296286
70,2711,5261201,Bassett Pond Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,5130.50833978736,1381400.57381577
71,2435,4211701,Celebration Park,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,8834.0184878835,3633002.4411605
72,5006,5241202,41.5 Mini Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1473.23744846396,62314.1286558417
73,2307,4250601,Green Lake Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,32893.5986596617,2949331.28664613
74,2377,4262002,North Acres Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,4179.96808752619,900426.962641376
75,7030,4253203,Plymouth Pillars Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1271.44607949761,29733.2116898118
76,2524,4233501,Briscoe Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,2356.3989970816,296045.055430481
77,2315,4251901,Gas Works Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,4513.30218244483,924443.920869485
78,7298,4222411,Gowe St Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,369.971777965915,6052.37844978928
79,5090,5260708,Volunteer Park - Bothell,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,396.376874750941,9453.35009798889
80,2803,5240602,Chism Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,5179.13208685639,829551.496559493
81,7188,3241508,Me-Kwa-Mooks Natural Area,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,5802.59490714073,249010.329978494
82,8232,4243003,West Duwamish GS: Riverview,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,12511.7786855925,2477331.43763207
83,2508,4220401,Des Moines Creek Park,Park Site,City of Des Moines,City,City of Des Moines,City,City of Des Moines,City,17671.820785261,2541622.79170282
84,8209,6242702,Depot Park - Issaquah,Park Site,City of Issaquah,City,City of Issaquah,City,City of Issaquah,City,3771.96663892068,158809.546157253
85,2585,5251402,Cascade View Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,3248.58042684576,350517.290858713
86,2400,5212001,Forest Villa Mini Park,Park Site,City of Auburn,City,City of Auburn,City,City of Auburn,City,407.834747571924,9653.30519883027
87,2586,5252501,Tam O Shanter Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,4234.32322737887,621257.037218245
88,2551,8230902,Shamrock Park,Park Site,Si View Metropolitan Park District,Park District,Si View Metropolitan Park District,Park District,Si View Metropolitan Park District,Park District,2085.0139316155,143358.921804892
89,5390,3261202,Boeing Creek Park,Park Site,City of Shoreline,City,City of Shoreline,City,City of Shoreline,City,7313.54968623715,1763897.26298329
90,2594,5251502,Bellevue Municipal Golf Course,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,12563.7653229433,5193516.78509792
91,8142,5240403,Norwood Village Neighborhood Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1228.89703001489,67361.933321164
92,7833,6211504,Union Stump Historical Park,Park Site,City of Black Diamond,City,City of Black Diamond,City,City of Black Diamond,City,572.824348664944,13759.7545157814
93,2675,6241201,Duthie Hill Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,14670.7530114444,5907971.61022744
94,5025,5241504,Horizon Highlands Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,3202.28727750807,129557.09161737
95,2509,4231502,Southgate Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,5737.81383316541,475453.035313883
96,6920,4211803,English Gardens Park,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,4571.78323546758,147968.630033552
97,7048,4240512,Occidental Square,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,701.715606416306,26623.6613063497
98,2644,5231603,Maplewood Park - Renton,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1257.38160891725,86536.7057505853
99,7847,3241404,Ercolini Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,634.986300674888,23499.027598404
100,7238,4242601,Martha Washington Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2629.37963061396,417182.847688433
101,2834,5261003,DeYoung Park,Park Site,City of Woodinville,City,City of Woodinville,City,City of Woodinville,City,681.090711721354,26895.4173416453
102,7064,4241602,Jefferson Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,6051.72910483492,1957393.37647267
103,2342,5231501,Maplewood Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,9152.40211051847,1943316.38277947
104,7279,5250403,Rose Hill Meadows,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1739.98858121141,185000.532443855
105,2517,4240901,Colman Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,13149.2828766464,732652.278707176
106,2515,4241101,Secret Park,Park Site,City of Mercer Island,City,City of Mercer Island,City,City of Mercer Island,City,980.197870598916,31452.9427683991
107,2263,4261701,Twin Ponds Park,Park Site,City of Shoreline,City,City of Shoreline,City,City of Shoreline,City,4973.37432110462,939828.786479026
108,7203,4241509,Hunter Boulevard,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2633.94260886412,51082.3353469658
109,2595,5253201,Bellevue Downtown Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,4475.05793117247,929995.421473042
110,2665,6233101,Spring Lake/Lake Desire Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,43327.8410464654,17265078.1145878
111,15351,4213509,West Hill Passive Area,Park Site,City of Pacific,City,City of Pacific,City,City of Pacific,City,1706.66156414527,159215.795664879
112,2811,3231802,CBB,Park Site,Vashon PRSD,Park District,Vashon PRSD,Park District,Vashon PRSD,Park District,322.717338619894,4136.73806194222
113,7239,4252709,McGilvra Boulevard,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2449.5709810381,21508.6779729016
114,7859,4242904,Gateway Park North,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,872.999797685676,26396.7553835762
115,15311,5222004,Arbor Heights 360 Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,1630.66033548297,125028.968903638
116,5098,5251905,D. K. McDonald Park,Park Site,City of Hunts Point,City,City of Hunts Point,City,City of Hunts Point,City,831.658492199484,30738.4503409367
117,5323,6222901,Evergreen Park - Covington,Park Site,City of Covington,City,City of Covington,City,City of Covington,City,1444.94340536289,70546.066466103
118,2795,4212202,Lake Killarney Open Space,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,2819.03166842372,445139.389895277
119,6989,4251802,A. B. Ernst Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,360.558139220203,7215.13563992994
120,2743,6202301,Martin Johnson Park,Park Site,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,1890.92299067332,193421.945258626
121,5166,7242606,Thompson Park - Snoqualmie,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,446.794843026111,10957.1030755568
122,5039,5242310,Saddleback Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,910.78956509597,51118.4146096422
123,2727,6210401,Lake Sawyer Park,Park Site,City of Black Diamond,City,City of Black Diamond,City,City of Black Diamond,City,1464.67508540974,78123.4540007362
124,6964,4261905,Bitter Lake Reservoir Open Space,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,3668.63259944425,125374.733993933
125,2291,4242203,Brighton Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,3260.58574706622,606565.798115844
126,7581,4241803,Terminal 18 Park,Park Site,Port of Seattle,Other Government,Port of Seattle,Other Government,Port of Seattle,Other Government,1234.22338830141,54519.1412719297
127,7157,4253405,Madrona Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1170.06075840969,77013.1775015218
128,5377,6261308,Judd Park,Park Site,City of Duvall,City,City of Duvall,City,City of Duvall,City,916.217649659794,19043.0359728725
129,2492,4231903,Burien Community Center,Park Site,City of Burien,City,City of Burien,City,City of Burien,City,1796.92150002747,181123.811568554
130,7189,3242301,Fairmount Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1978.85976111763,228472.982243785
131,7122,4252004,Harvard-Miller/Roanoke Annex,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,357.949734453627,6398.69107466942
132,15346,4213504,Otter Park,Park Site,City of Pacific,City,City of Pacific,City,City of Pacific,City,284.55946495953,5326.29148596642
133,7207,3242603,Orchard Street Ravine,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1635.72079036419,67795.1880959298
134,2744,6261304,McCormick Park - Duvall,Park Site,City of Duvall,City,City of Duvall,City,City of Duvall,City,11702.6743872622,2702056.54095705
135,2666,6251801,Sammamish Landing,Park Site,City of Sammamish,City,City of Sammamish,City,City of Sammamish,City,8363.1408507309,204459.668371049
136,2652,5243003,Wildwood Park - Mercer Island,Park Site,City of Mercer Island,City,City of Mercer Island,City,City of Mercer Island,City,1809.92854464567,123502.534508851
137,3172,5231601,Renton Shop Site,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2033.85598151117,249314.453945224
138,2694,6241301,Grand Ridge Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,114468.664111941,56969257.4508732
139,5315,4222002,Cecil Powell Park,Park Site,City of Des Moines,City,City of Des Moines,City,City of Des Moines,City,358.131165815736,7336.31568742592
140,5009,5241405,Collingwood Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,3308.11246371199,145351.332069519
141,6905,5252103,Cherry Crest Mini Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1063.55841391582,53517.6799964932
142,7256,3223101,Manzanita Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,17994.0828765022,1187683.16326053
143,5318,5222402,Crystal View Park,Park Site,City of Covington,City,City of Covington,City,City of Covington,City,1870.89842441869,82722.1729410122
144,2649,5243302,Lake Boren Park,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,7396.70243918398,1037412.9475849
145,7005,4250702,Keystone Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,617.890853493267,9778.77676657367
146,7078,4230101,Lakeridge Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1758.33378270585,187409.899413467
147,3175,5222301,Soos Creek Shop Complex,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2061.20212932439,261657.963276953
148,3012,4231604,Sunset Shop Site,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2296.52855910427,174751.446458076
149,2298,4252105,Interlaken Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,19211.108456542,2289407.23706262
150,2850,5231903,Talbot Hill Reservoir Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1547.66540064362,113896.961892023
151,5091,5241904,Parkwood Ridge Open Space,Park Site,City of Mercer Island,City,City of Mercer Island,City,City of Mercer Island,City,1642.5670698464,121802.950359628
152,2831,7212901,Nolte State Park,Park Site,Washington State Parks,State,Washington State Parks,State,Washington State Parks,State,15810.0020352464,6756362.23239694
153,8227,4261004,Whispering Willow Park,Park Site,City of Lake Forest Park,City,City of Lake Forest Park,City,City of Lake Forest Park,City,729.502042123115,26398.6923827855
154,7084,3263504,Blue Ridge Circle,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,232.88311162246,4191.69828609346
155,8104,4233101,Nist Park,Park Site,City of Normandy Park,City,City of Normandy Park,City,City of Normandy Park,City,1833.79947962938,190907.669777372
156,2598,6262401,Duvall Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,6288.48913833016,1043710.52507501
157,8213,6242301,Grand View Park,Park Site,City of Issaquah,City,City of Issaquah,City,City of Issaquah,City,2688.09025945409,373668.960278762
158,2764,6221502,Dorre Don Reach Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,23527.5791160598,4109315.91119069
159,2264,4261601,Hamlin Park,Park Site,City of Shoreline,City,City of Shoreline,City,City of Shoreline,City,10730.4498096207,3504219.36319232
160,2306,4253005,Denny Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1838.78448586052,201527.978727536
161,5386,7242505,Denny Peak Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,495.985148485981,14107.0362497809
162,5311,4222103,Sonju Park,Park Site,City of Des Moines,City,City of Des Moines,City,City of Des Moines,City,3156.04860451478,404865.200303005
163,2381,7252101,Valley Memorial Park,Park Site,City of Carnation,City,City of Carnation,City,City of Carnation,City,2605.02622667285,350648.235340615
164,7197,4242102,Maple School Ravine,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,7499.76410061268,323851.314050124
165,2776,3243602,Roxhill Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,3815.93956476768,599812.415452341
166,2725,5260901,Woodin Creek Park,Park Site,City of Woodinville,City,City of Woodinville,City,City of Woodinville,City,1964.58895969106,179593.411762163
167,7087,4263301,Sacajawea Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1361.45868569193,113467.186982437
168,2501,7263202,Stillwater Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,15746.2768798336,1977313.9870856
169,2333,5220701,Garrison Creek Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,1922.59442975417,207247.736176094
170,8151,5211904,21st Street Playground,Park Site,City of Auburn,City,City of Auburn,City,City of Auburn,City,483.405576954757,9102.36762971569
171,2601,5260501,William Penn Park,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,1670.76338022114,119459.525951639
172,2361,5210801,Auburndale Park,Park Site,City of Auburn,City,City of Auburn,City,City of Auburn,City,2610.83490598289,426436.054533337
173,2796,4252201,Madison Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,3061.55522683727,360524.197127887
174,2280,4250301,View Ridge Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2523.46886253939,397924.693900997
175,5010,5242502,Cougar Ridge East Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,3916.44777350023,127410.60990751
176,5021,5242602,Forest Ridge Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,3820.98222175034,222085.937994367
177,8112,6243303,Gibson Park,Park Site,City of Issaquah,City,City of Issaquah,City,City of Issaquah,City,3700.82781117016,132633.339587989
178,7595,3232601,Indian Trail Site,Park Site,City of Burien,City,City of Burien,City,City of Burien,City,11787.6733633989,80903.4792938615
179,7025,4253004,Tilikum Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,148.538754562268,1755.51281551503
180,5014,5242214,Forest Glen East Neighborhood Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,3318.43973178386,206649.964680094
181,2981,6252501,Patterson Creek Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,45193.7500061593,16809152.9616395
182,2838,5232101,Tiffany Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,2161.70231201155,291086.21870607
183,2271,4260803,Ronald Bog Park,Park Site,City of Shoreline,City,City of Shoreline,City,City of Shoreline,City,3159.26527627931,582062.987063976
184,8220,5210702,Clark Plaza,Park Site,City of Auburn,City,City of Auburn,City,City of Auburn,City,398.162238567312,8856.27713060083
185,5052,5242207,Westwood Highlands Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,4138.81923632491,199592.171749934
186,7166,4253108,McGraw Square,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,123.681304474535,645.749489860514
187,5312,4220806,Overlook Park II,Park Site,City of Des Moines,City,City of Des Moines,City,City of Des Moines,City,267.268424317354,3245.9235000203
188,5080,7242602,Azalea Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1225.83195626897,87437.4822475465
189,2814,5250503,Tot Lot Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,620.006895327951,22800.5047314975
190,2522,4240102,Aubrey Davis Park,Park Site,City of Mercer Island,City,City of Mercer Island,City,City of Mercer Island,City,10551.6116188602,1536877.02366853
191,2529,4232501,Bicentennial Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,1324.89750094875,49923.5997990045
192,6942,4240404,Sam Smith Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,11172.0872626093,941629.758739726
193,2320,5221501,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,169548.554727937,39717898.7070957
194,2657,6250701,Arthur Johnson Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,4573.75456704403,666289.050262262
195,7143,3252204,Eastmont Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,217.814767555222,1485.83068370371
196,7835,6211404,Black Diamond BMX Park,Park Site,City of Black Diamond,City,City of Black Diamond,City,City of Black Diamond,City,438.623233484427,8929.61371642633
