"County Name","Years","Census Tract","Smoke Days"
"Kitsap","AllYears","53035090502","5.71"
"Kitsap","AllYears","53035090700","5.71"
"Kitsap","AllYears","53035090800","5.57"
"Kitsap","AllYears","53035090900","5.71"
"Kitsap","AllYears","53035091000","5.71"
"Kitsap","AllYears","53035091100","5.57"
"Kitsap","AllYears","53035091201","5.57"
"Kitsap","AllYears","53035091203","5.57"
"Kitsap","AllYears","53035091204","5.57"
"Kitsap","AllYears","53035091301","5.57"
"Kitsap","AllYears","53035091302","5.57"
"Kitsap","AllYears","53035091400","5.57"
"Kitsap","AllYears","53035091500","5.57"
"Kitsap","AllYears","53035091600","5.57"
"Kitsap","AllYears","53035091700","5.57"
"Kitsap","AllYears","53035091800","5.57"
"Kitsap","AllYears","53035091900","5.57"
"Kitsap","AllYears","53035092000","5.57"
"Kitsap","AllYears","53035092100","5.71"
"Kitsap","AllYears","53035092200","5.71"
"Kitsap","AllYears","53035092300","5.71"
"Kitsap","AllYears","53035092400","5.71"
"Kitsap","AllYears","53035092500","5.71"
"Kitsap","AllYears","53035092600","5.71"
"Kitsap","AllYears","53035092701","5.71"
"Kitsap","AllYears","53035092704","5.71"
"Kitsap","AllYears","53035092801","5.71"
"Kitsap","AllYears","53035092802","5.71"
"Kitsap","AllYears","53035092803","5.71"
"Kitsap","AllYears","53035092901","5.71"
"Kitsap","AllYears","53035092902","5.71"
"Kitsap","AllYears","53035940000","5.71"
"Kitsap","AllYears","53035940100","5.71"
"Kittitas","AllYears","53037975100","9.14"
"Kittitas","AllYears","53037975200","11.43"
"Kittitas","AllYears","53037975300","12.29"
"Kittitas","AllYears","53037975401","12.71"
"Kittitas","AllYears","53037975402","12.57"
"Kittitas","AllYears","53037975500","12.43"
"Kittitas","AllYears","53037975600","12.29"
"Kittitas","AllYears","53037975700","12.86"
"Klickitat","AllYears","53039950100","11.57"
"Klickitat","AllYears","53039950200","10.57"
"Klickitat","AllYears","53039950300","9.14"
"Lewis","AllYears","53041970100","5.86"
"Lewis","AllYears","53041970200","5.86"
"Lewis","AllYears","53041970300","6"
"Lewis","AllYears","53041970400","5.86"
"Lewis","AllYears","53041970500","5.86"
"Lewis","AllYears","53041970600","5.86"
"Lewis","AllYears","53041970700","5.86"
"Lewis","AllYears","53041970800","5.86"
"Lewis","AllYears","53041970900","5.86"
"Lewis","AllYears","53041971000","5.86"
"Lewis","AllYears","53041971100","5.86"
"Lewis","AllYears","53041971200","6.43"
"Lewis","AllYears","53041971300","6"
"Lewis","AllYears","53041971400","5.71"
"Lewis","AllYears","53041971500","5.86"
"Lewis","AllYears","53041971600","6"
"Lewis","AllYears","53041971700","6.86"
"Lewis","AllYears","53041971800","6.29"
"Lewis","AllYears","53041971900","6.57"
"Lewis","AllYears","53041972000","7.29"
"Lincoln","AllYears","53043960100","13.29"
"Lincoln","AllYears","53043960200","13.14"
"Lincoln","AllYears","53043960300","12.86"
"Lincoln","AllYears","53043960400","13"
"Mason","AllYears","53045940000","5.29"
"Mason","AllYears","53045960100","5.29"
"Mason","AllYears","53045960200","5.29"
"Mason","AllYears","53045960300","5.43"
"Mason","AllYears","53045960400","5.57"
"Mason","AllYears","53045960500","5.57"
"Mason","AllYears","53045960600","5.57"
"Mason","AllYears","53045960700","5.71"
"Mason","AllYears","53045960800","5.71"
"Mason","AllYears","53045960900","5.71"
"Mason","AllYears","53045961000","5.86"
"Mason","AllYears","53045961100","5.86"
"Mason","AllYears","53045961200","5.71"
"Mason","AllYears","53045961300","6"
"Okanogan","AllYears","53047940100","15"
"Okanogan","AllYears","53047940200","14.14"
"Okanogan","AllYears","53047970300","14.29"
"Okanogan","AllYears","53047970400","15"
"Okanogan","AllYears","53047970500","13.71"
"Okanogan","AllYears","53047970600","14.86"
"Okanogan","AllYears","53047970700","14.57"
"Okanogan","AllYears","53047970800","15"
"Okanogan","AllYears","53047970900","12"
"Okanogan","AllYears","53047971000","14.71"
"Pacific","AllYears","53049950200","5.14"
"Pacific","AllYears","53049950300","4.71"
"Pacific","AllYears","53049950400","4.71"
"Pacific","AllYears","53049950500","4.86"
"Pacific","AllYears","53049950600","4.86"
"Pacific","AllYears","53049950700","4.71"
"Pacific","AllYears","53049950800","4.29"
"Pacific","AllYears","53049990100","4.14"
"Pend Oreille","AllYears","53051970100","11.14"
"Pend Oreille","AllYears","53051970200","12"
"Pend Oreille","AllYears","53051970300","12.14"
"Pend Oreille","AllYears","53051970400","12"
"Pend Oreille","AllYears","53051970500","11.57"
"Pierce","AllYears","53053060200","6.14"
"Pierce","AllYears","53053060300","6"
"Pierce","AllYears","53053060400","6.14"
"Pierce","AllYears","53053060500","6.14"
"Pierce","AllYears","53053060600","6.14"
"Pierce","AllYears","53053060700","6.14"
"Pierce","AllYears","53053060800","6.14"
"Pierce","AllYears","53053060903","6"
"Pierce","AllYears","53053060904","6"
"Pierce","AllYears","53053060905","6"
"Pierce","AllYears","53053060906","6"
"Pierce","AllYears","53053061001","6"
"Pierce","AllYears","53053061002","6"
"Pierce","AllYears","53053061100","6.14"
"Pierce","AllYears","53053061200","6.14"
"Pierce","AllYears","53053061300","6.14"
"Pierce","AllYears","53053061400","6.14"
"Pierce","AllYears","53053061500","6.14"
"Pierce","AllYears","53053061601","6.14"
"Pierce","AllYears","53053061602","6.14"
"Pierce","AllYears","53053061700","6.14"
"Pierce","AllYears","53053061800","6.14"
"Pierce","AllYears","53053061900","6.14"
"Pierce","AllYears","53053062000","6.14"
"Pierce","AllYears","53053062300","6.14"
"Pierce","AllYears","53053062400","6.14"
"Pierce","AllYears","53053062500","6.14"
"Pierce","AllYears","53053062600","6.14"
"Pierce","AllYears","53053062801","6.14"
"Pierce","AllYears","53053062802","6.14"
"Pierce","AllYears","53053062900","6.14"
"Pierce","AllYears","53053063000","6"
"Pierce","AllYears","53053063100","6"
"Pierce","AllYears","53053063200","6"
"Pierce","AllYears","53053063300","6"
"Pierce","AllYears","53053063400","6"
"Pierce","AllYears","53053063501","6"
"Pierce","AllYears","53053063502","6"
"Pierce","AllYears","53053070100","6.57"
"Pierce","AllYears","53053070203","6.29"
"Pierce","AllYears","53053070204","6.43"
"Pierce","AllYears","53053070205","6.43"
"Pierce","AllYears","53053070206","6.29"
"Pierce","AllYears","53053070207","6.57"
"Pierce","AllYears","53053070307","6.43"
"Pierce","AllYears","53053070308","6.57"
"Pierce","AllYears","53053070309","6.71"
"Pierce","AllYears","53053070310","6.57"
"Pierce","AllYears","53053070311","6.43"
"Pierce","AllYears","53053070312","6.43"
"Pierce","AllYears","53053070313","6.43"
"Pierce","AllYears","53053070314","6.43"
"Pierce","AllYears","53053070315","6.57"
"Pierce","AllYears","53053070316","6.14"
"Pierce","AllYears","53053070401","6.43"
"Pierce","AllYears","53053070403","6.14"
"Pierce","AllYears","53053070404","6.14"
"Pierce","AllYears","53053070703","6.14"
"Pierce","AllYears","53053071100","6"
"Pierce","AllYears","53053071205","6"
"Pierce","AllYears","53053071206","6"
"Pierce","AllYears","53053071207","6.29"
"Pierce","AllYears","53053071208","6.29"
"Pierce","AllYears","53053071209","6.43"
"Pierce","AllYears","53053071210","6.43"
"Pierce","AllYears","53053071304","6.14"
"Pierce","AllYears","53053071305","6"
"Pierce","AllYears","53053071306","5.71"
"Pierce","AllYears","53053071307","6.14"
"Pierce","AllYears","53053071309","6.14"
"Pierce","AllYears","53053071310","6.14"
"Pierce","AllYears","53053071403","5.86"
"Pierce","AllYears","53053071406","6.14"
"Pierce","AllYears","53053071407","6.14"
"Pierce","AllYears","53053071408","5.86"
"Pierce","AllYears","53053071409","6.14"
"Pierce","AllYears","53053071410","6"
"Pierce","AllYears","53053071411","6"
"Pierce","AllYears","53053071503","6"
"Pierce","AllYears","53053071504","6"
"Pierce","AllYears","53053071505","6"
"Pierce","AllYears","53053071506","5.86"
"Pierce","AllYears","53053071601","6"
"Pierce","AllYears","53053071602","6"
"Pierce","AllYears","53053071703","6"
"Pierce","AllYears","53053071704","6"
"Pierce","AllYears","53053071705","6"
"Pierce","AllYears","53053071706","6"
"Pierce","AllYears","53053071707","6"
"Pierce","AllYears","53053071803","6.14"
"Pierce","AllYears","53053071805","6"
"Pierce","AllYears","53053071806","6"
"Pierce","AllYears","53053071807","6"
"Pierce","AllYears","53053071808","6"
"Pierce","AllYears","53053071901","6"
"Pierce","AllYears","53053071902","6"
"Pierce","AllYears","53053072000","6"
"Pierce","AllYears","53053072105","6"
"Pierce","AllYears","53053072106","6.14"
"Pierce","AllYears","53053072107","5.86"
"Pierce","AllYears","53053072108","6"
"Pierce","AllYears","53053072109","6"
"Pierce","AllYears","53053072111","6"
"Pierce","AllYears","53053072112","5.86"
"Pierce","AllYears","53053072305","6.14"
"Pierce","AllYears","53053072307","6"
"Pierce","AllYears","53053072308","6"
"Pierce","AllYears","53053072309","6"
"Pierce","AllYears","53053072310","6"
"Pierce","AllYears","53053072311","6"
"Pierce","AllYears","53053072312","6.14"
"Pierce","AllYears","53053072313","6.14"
"Pierce","AllYears","53053072405","5.71"
"Pierce","AllYears","53053072406","5.86"
"Pierce","AllYears","53053072407","5.86"
"Pierce","AllYears","53053072408","5.86"
"Pierce","AllYears","53053072409","5.86"
"Pierce","AllYears","53053072410","5.71"
"Pierce","AllYears","53053072503","5.71"
"Pierce","AllYears","53053072504","5.86"
"Pierce","AllYears","53053072505","5.71"
"Pierce","AllYears","53053072506","5.86"
"Pierce","AllYears","53053072507","5.86"
"Pierce","AllYears","53053072601","5.57"
"Pierce","AllYears","53053072602","5.71"
"Pierce","AllYears","53053072603","5.86"
"Pierce","AllYears","53053072800","5.86"
"Pierce","AllYears","53053072901","6"
"Pierce","AllYears","53053072903","5.86"
"Pierce","AllYears","53053072905","5.71"
"Pierce","AllYears","53053072906","6"
"Pierce","AllYears","53053072907","5.86"
"Pierce","AllYears","53053073001","6"
"Pierce","AllYears","53053073005","6.29"
"Pierce","AllYears","53053073006","6.43"
"Pierce","AllYears","53053073108","6.14"
"Pierce","AllYears","53053073110","6.14"
"Pierce","AllYears","53053073111","6.14"
"Pierce","AllYears","53053073113","6.14"
"Pierce","AllYears","53053073114","6.14"
"Pierce","AllYears","53053073115","6.14"
"Pierce","AllYears","53053073116","6.29"
"Pierce","AllYears","53053073117","6.29"
"Pierce","AllYears","53053073118","6.29"
"Pierce","AllYears","53053073119","6"
"Pierce","AllYears","53053073120","6.14"
"Pierce","AllYears","53053073121","6.14"
"Pierce","AllYears","53053073122","6.14"
"Pierce","AllYears","53053073123","6.14"
"Pierce","AllYears","53053073124","6.14"
"Pierce","AllYears","53053073125","6.14"
"Pierce","AllYears","53053073126","6.14"
"Pierce","AllYears","53053073200","6"
"Pierce","AllYears","53053073301","6.29"
"Pierce","AllYears","53053073302","6.29"
"Pierce","AllYears","53053073404","6.14"
"Pierce","AllYears","53053073405","6.29"
"Pierce","AllYears","53053073406","6.29"
"Pierce","AllYears","53053073407","6"
"Pierce","AllYears","53053073408","6.14"
"Pierce","AllYears","53053073500","6"
"Pierce","AllYears","53053940001","6.14"
"Pierce","AllYears","53053940002","6.14"
"Pierce","AllYears","53053940003","6.14"
"Pierce","AllYears","53053940004","6.14"
"Pierce","AllYears","53053940005","6.14"
"Pierce","AllYears","53053940006","6"
"Pierce","AllYears","53053940007","6.14"
"Pierce","AllYears","53053940008","6.14"
"Pierce","AllYears","53053940009","6.14"
"Pierce","AllYears","53053940010","6"
"Pierce","AllYears","53053940011","6.14"
"San Juan","AllYears","53055960100","5.86"
"San Juan","AllYears","53055960300","5.71"
"San Juan","AllYears","53055960400","5.71"
"San Juan","AllYears","53055960500","6"
"San Juan","AllYears","53055990100","5.71"
"Skagit","AllYears","53057940200","6.14"
"Skagit","AllYears","53057940300","6.14"
"Skagit","AllYears","53057940400","6.14"
"Skagit","AllYears","53057940500","6.14"
"Skagit","AllYears","53057940600","6.14"
"Skagit","AllYears","53057940700","6.14"
"Skagit","AllYears","53057940800","6.29"
"Skagit","AllYears","53057950100","6.14"
"Skagit","AllYears","53057950800","6.14"
"Skagit","AllYears","53057950900","6.29"
"Skagit","AllYears","53057951000","6.29"
"Skagit","AllYears","53057951100","7.29"
"Skagit","AllYears","53057951200","6.29"
"Skagit","AllYears","53057951300","6.29"
"Skagit","AllYears","53057951400","6.29"
"Skagit","AllYears","53057951500","6.29"
"Skagit","AllYears","53057951600","6.29"
"Skagit","AllYears","53057951700","6.29"
"Skagit","AllYears","53057951800","6.29"
"Skagit","AllYears","53057951900","6.29"
"Skagit","AllYears","53057952100","6.29"
"Skagit","AllYears","53057952200","6.29"
"Skagit","AllYears","53057952301","6.29"
"Skagit","AllYears","53057952302","6.29"
"Skagit","AllYears","53057952401","6.29"
"Skagit","AllYears","53057952402","6.29"
"Skagit","AllYears","53057952500","6.43"
"Skagit","AllYears","53057952600","6.43"
"Skagit","AllYears","53057952700","6.43"
"Skagit","AllYears","53057990100","6"
"Skamania","AllYears","53059950100","7.29"
"Skamania","AllYears","53059950200","7.29"
"Skamania","AllYears","53059950300","7.43"
"Skamania","AllYears","53059950400","8.86"
"Skamania","AllYears","53059950500","7.43"
"Snohomish","AllYears","53061040100","6.43"
"Snohomish","AllYears","53061040200","6.43"
"Snohomish","AllYears","53061040300","6.43"
"Snohomish","AllYears","53061040400","6.43"
"Snohomish","AllYears","53061040500","6.43"
"Snohomish","AllYears","53061040700","6.43"
"Snohomish","AllYears","53061040800","6.29"
"Snohomish","AllYears","53061040900","6.29"
"Snohomish","AllYears","53061041000","6.43"
"Snohomish","AllYears","53061041100","6.29"
"Snohomish","AllYears","53061041201","6.29"
"Snohomish","AllYears","53061041202","6.29"
"Snohomish","AllYears","53061041301","6.29"
"Snohomish","AllYears","53061041303","6.29"
"Snohomish","AllYears","53061041304","6.29"
"Snohomish","AllYears","53061041400","6.43"
"Snohomish","AllYears","53061041500","6.43"
"Snohomish","AllYears","53061041601","6.43"
"Snohomish","AllYears","53061041605","6.43"
"Snohomish","AllYears","53061041606","6.43"
"Snohomish","AllYears","53061041607","6.43"
"Snohomish","AllYears","53061041608","6.43"
"Snohomish","AllYears","53061041701","6.29"
"Snohomish","AllYears","53061041703","6.29"
"Snohomish","AllYears","53061041704","6.29"
"Snohomish","AllYears","53061041805","6.29"
"Snohomish","AllYears","53061041806","6.29"
"Snohomish","AllYears","53061041808","6.29"
"Snohomish","AllYears","53061041809","6.29"
"Snohomish","AllYears","53061041810","6.29"
"Snohomish","AllYears","53061041811","6.29"
"Snohomish","AllYears","53061041812","6.29"
"Snohomish","AllYears","53061041901","6.29"
"Snohomish","AllYears","53061041903","6.29"
"Snohomish","AllYears","53061041904","6.29"
"Snohomish","AllYears","53061041905","6.29"
"Snohomish","AllYears","53061042001","6.29"
"Snohomish","AllYears","53061042003","6.14"
"Snohomish","AllYears","53061042004","6.14"
"Snohomish","AllYears","53061042005","6.14"
"Snohomish","AllYears","53061042006","6.29"
"Snohomish","AllYears","53061050101","6.14"
"Snohomish","AllYears","53061050102","6.14"
"Snohomish","AllYears","53061050200","6.14"
"Snohomish","AllYears","53061050300","6.14"
"Snohomish","AllYears","53061050401","6.14"
"Snohomish","AllYears","53061050402","6.14"
"Snohomish","AllYears","53061050500","6"
"Snohomish","AllYears","53061050600","6"
"Snohomish","AllYears","53061050700","6"
"Snohomish","AllYears","53061050800","6"
"Snohomish","AllYears","53061050900","6.14"
"Snohomish","AllYears","53061051000","6.14"
"Snohomish","AllYears","53061051100","6.29"
"Snohomish","AllYears","53061051200","6.14"
"Snohomish","AllYears","53061051300","6.29"
"Snohomish","AllYears","53061051400","6.14"
"Snohomish","AllYears","53061051500","6.14"
"Snohomish","AllYears","53061051601","6.14"
"Snohomish","AllYears","53061051602","6.14"
"Snohomish","AllYears","53061051701","6.14"
"Snohomish","AllYears","53061051702","6.14"
"Snohomish","AllYears","53061051802","6.14"
"Snohomish","AllYears","53061051803","6.14"
"Snohomish","AllYears","53061051804","6.14"
"Snohomish","AllYears","53061051905","6.29"
"Snohomish","AllYears","53061051912","6.43"
"Snohomish","AllYears","53061051913","6.29"
"Snohomish","AllYears","53061051914","6.29"
"Snohomish","AllYears","53061051915","6.29"
"Snohomish","AllYears","53061051916","6.29"
"Snohomish","AllYears","53061051917","6.29"
"Snohomish","AllYears","53061051918","6.29"
"Snohomish","AllYears","53061051921","6.29"
"Snohomish","AllYears","53061051922","6.29"
"Snohomish","AllYears","53061051923","6.29"
"Snohomish","AllYears","53061051924","6.29"
"Snohomish","AllYears","53061051925","6.29"
"Snohomish","AllYears","53061051926","6.43"
"Snohomish","AllYears","53061051927","6.29"
"Snohomish","AllYears","53061051928","6.14"
"Snohomish","AllYears","53061052003","6.57"
"Snohomish","AllYears","53061052004","6.29"
"Snohomish","AllYears","53061052005","6.43"
"Snohomish","AllYears","53061052006","6.43"
"Snohomish","AllYears","53061052007","6.43"
"Snohomish","AllYears","53061052104","6.43"
"Snohomish","AllYears","53061052105","6.57"
"Snohomish","AllYears","53061052107","6.57"
"Snohomish","AllYears","53061052108","6.57"
"Snohomish","AllYears","53061052112","6.57"
"Snohomish","AllYears","53061052113","6.57"
"Snohomish","AllYears","53061052114","6.57"
"Snohomish","AllYears","53061052115","6.57"
"Snohomish","AllYears","53061052118","6.57"
"Snohomish","AllYears","53061052203","6.57"
"Snohomish","AllYears","53061052204","6.57"
"Snohomish","AllYears","53061052206","6.57"
"Snohomish","AllYears","53061052207","6.29"
"Snohomish","AllYears","53061052208","6.57"
"Snohomish","AllYears","53061052209","6.57"
"Snohomish","AllYears","53061052301","6.71"
"Snohomish","AllYears","53061052302","6.57"
"Snohomish","AllYears","53061052401","6.57"
"Snohomish","AllYears","53061052402","6.57"
"Snohomish","AllYears","53061052502","6.43"
"Snohomish","AllYears","53061052503","6.43"
"Snohomish","AllYears","53061052504","6.43"
"Snohomish","AllYears","53061052603","6.57"
"Snohomish","AllYears","53061052604","6.57"
"Snohomish","AllYears","53061052605","6.57"
"Snohomish","AllYears","53061052606","6.57"
"Snohomish","AllYears","53061052607","6.43"
"Snohomish","AllYears","53061052701","6.57"
"Snohomish","AllYears","53061052705","6.57"
"Snohomish","AllYears","53061052706","6.43"
"Snohomish","AllYears","53061052707","6.57"
"Snohomish","AllYears","53061052708","6.57"
"Snohomish","AllYears","53061052709","6.57"
"Snohomish","AllYears","53061052803","6.43"
"Snohomish","AllYears","53061052804","6.57"
"Snohomish","AllYears","53061052805","6.43"
"Snohomish","AllYears","53061052806","6.57"
"Snohomish","AllYears","53061052903","6.43"
"Snohomish","AllYears","53061052904","6.43"
"Snohomish","AllYears","53061052905","6.43"
"Snohomish","AllYears","53061052906","6.43"
"Snohomish","AllYears","53061053101","6.29"
"Snohomish","AllYears","53061053102","6.29"
"Snohomish","AllYears","53061053201","6.29"
"Snohomish","AllYears","53061053202","6.29"
"Snohomish","AllYears","53061053301","6.43"
"Snohomish","AllYears","53061053302","6.43"
"Snohomish","AllYears","53061053400","6.57"
"Snohomish","AllYears","53061053504","6.43"
"Snohomish","AllYears","53061053505","6.57"
"Snohomish","AllYears","53061053506","6.43"
"Snohomish","AllYears","53061053507","6.43"
"Snohomish","AllYears","53061053508","6.43"
"Snohomish","AllYears","53061053509","6.43"
"Snohomish","AllYears","53061053602","6.14"
"Snohomish","AllYears","53061053603","6.57"
"Snohomish","AllYears","53061053604","6.57"
"Snohomish","AllYears","53061053700","6.71"
"Snohomish","AllYears","53061053801","6.71"
"Snohomish","AllYears","53061053802","6.29"
"Snohomish","AllYears","53061053803","6.29"
"Snohomish","AllYears","53061940001","6.29"
"Snohomish","AllYears","53061940002","6.29"
"Snohomish","AllYears","53061990002","6.29"
"Spokane","AllYears","53063000200","13.29"
"Spokane","AllYears","53063000300","13.29"
"Spokane","AllYears","53063000400","13.29"
"Spokane","AllYears","53063000500","13.29"
"Spokane","AllYears","53063000600","13.29"
"Spokane","AllYears","53063000700","13.43"
"Spokane","AllYears","53063000800","13.57"
"Spokane","AllYears","53063000900","13.43"
"Spokane","AllYears","53063001000","13.43"
"Spokane","AllYears","53063001100","13.29"
"Spokane","AllYears","53063001200","13.29"
"Spokane","AllYears","53063001300","13.29"
"Spokane","AllYears","53063001400","13.29"
"Spokane","AllYears","53063001500","13.29"
"Spokane","AllYears","53063001600","13.29"
"Spokane","AllYears","53063001800","13.14"
"Spokane","AllYears","53063001900","13.29"
"Spokane","AllYears","53063002000","13.14"
"Spokane","AllYears","53063002100","13.14"
"Spokane","AllYears","53063002300","13.14"
"Spokane","AllYears","53063002400","13.14"
"Spokane","AllYears","53063002500","13.14"
"Spokane","AllYears","53063002600","13.14"
"Spokane","AllYears","53063002900","13"
"Spokane","AllYears","53063003000","12.86"
"Spokane","AllYears","53063003100","12.86"
"Spokane","AllYears","53063003200","13"
"Spokane","AllYears","53063003500","13.14"
"Spokane","AllYears","53063003600","13.14"
"Spokane","AllYears","53063003800","13"
"Spokane","AllYears","53063003900","13.14"
"Spokane","AllYears","53063004000","13"
"Spokane","AllYears","53063004100","13"
"Spokane","AllYears","53063004200","12.86"
"Spokane","AllYears","53063004300","13"
"Spokane","AllYears","53063004400","13"
"Spokane","AllYears","53063004500","13"
"Spokane","AllYears","53063004601","13"
"Spokane","AllYears","53063004602","13"
"Spokane","AllYears","53063004700","13"
"Spokane","AllYears","53063004800","13"
"Spokane","AllYears","53063004900","13"
"Spokane","AllYears","53063005000","13.14"
"Spokane","AllYears","53063010100","12.57"
"Spokane","AllYears","53063010201","12.43"
"Spokane","AllYears","53063010202","13.14"
"Spokane","AllYears","53063010301","13"
"Spokane","AllYears","53063010303","13.71"
"Spokane","AllYears","53063010304","12.86"
"Spokane","AllYears","53063010305","13.29"
"Spokane","AllYears","53063010401","13.14"
"Spokane","AllYears","53063010402","13.57"
"Spokane","AllYears","53063010501","13.43"
"Spokane","AllYears","53063010503","13.57"
"Spokane","AllYears","53063010504","13.43"
"Spokane","AllYears","53063010601","13.57"
"Spokane","AllYears","53063010602","13.57"
"Spokane","AllYears","53063010700","13.43"
"Spokane","AllYears","53063010800","13.57"
"Spokane","AllYears","53063010900","13.57"
"Spokane","AllYears","53063011000","13.57"
"Spokane","AllYears","53063011101","13.43"
"Spokane","AllYears","53063011102","13.57"
"Spokane","AllYears","53063011201","13.57"
"Spokane","AllYears","53063011202","13.29"
"Spokane","AllYears","53063011300","13.14"
"Spokane","AllYears","53063011400","13"
"Spokane","AllYears","53063011500","13"
"Spokane","AllYears","53063011600","13"
"Spokane","AllYears","53063011701","13"
"Spokane","AllYears","53063011702","12.86"
"Spokane","AllYears","53063011800","12.86"
"Spokane","AllYears","53063011900","12.86"
"Spokane","AllYears","53063012000","13"
"Spokane","AllYears","53063012100","13"
"Spokane","AllYears","53063012200","12.86"
"Spokane","AllYears","53063012300","13"
"Spokane","AllYears","53063012401","12.71"
"Spokane","AllYears","53063012402","13.14"
"Spokane","AllYears","53063012500","12.86"
"Spokane","AllYears","53063012600","12.86"
"Spokane","AllYears","53063012701","12.86"
"Spokane","AllYears","53063012702","13"
"Spokane","AllYears","53063012801","13"
"Spokane","AllYears","53063012802","12.86"
"Spokane","AllYears","53063012901","12.86"
"Spokane","AllYears","53063012902","13"
"Spokane","AllYears","53063013000","12.86"
"Spokane","AllYears","53063013100","12.71"
"Spokane","AllYears","53063013201","12.71"
"Spokane","AllYears","53063013202","12.71"
"Spokane","AllYears","53063013300","13.14"
"Spokane","AllYears","53063013401","12.86"
"Spokane","AllYears","53063013500","13.14"
"Spokane","AllYears","53063013600","13"
"Spokane","AllYears","53063013700","13"
"Spokane","AllYears","53063013800","13.29"
"Spokane","AllYears","53063013900","13.43"
"Spokane","AllYears","53063014001","13.29"
"Spokane","AllYears","53063014002","13.29"
"Spokane","AllYears","53063014100","13.29"
"Spokane","AllYears","53063014200","13.14"
"Spokane","AllYears","53063014300","13"
"Spokane","AllYears","53063014400","13.29"
"Spokane","AllYears","53063014500","13.14"
"Stevens","AllYears","53065941000","12.86"
"Stevens","AllYears","53065950100","12.29"
"Stevens","AllYears","53065950200","13.29"
"Stevens","AllYears","53065950300","13.14"
"Stevens","AllYears","53065950500","12.86"
"Stevens","AllYears","53065950600","12"
"Stevens","AllYears","53065950700","12"
"Stevens","AllYears","53065950800","12.43"
"Stevens","AllYears","53065950900","12.86"
"Stevens","AllYears","53065951100","12.71"
"Stevens","AllYears","53065951300","12.43"
"Stevens","AllYears","53065951400","13.43"
"Thurston","AllYears","53067010100","5.57"
"Thurston","AllYears","53067010200","5.57"
"Thurston","AllYears","53067010300","5.57"
"Thurston","AllYears","53067010400","5.57"
"Thurston","AllYears","53067010510","5.57"
"Thurston","AllYears","53067010520","5.57"
"Thurston","AllYears","53067010600","5.71"
"Thurston","AllYears","53067010700","5.57"
"Thurston","AllYears","53067010800","5.71"
"Thurston","AllYears","53067010910","5.71"
"Thurston","AllYears","53067010920","5.71"
"Thurston","AllYears","53067011000","5.71"
"Thurston","AllYears","53067011100","5.71"
"Thurston","AllYears","53067011200","5.57"
"Thurston","AllYears","53067011300","5.57"
"Thurston","AllYears","53067011410","5.57"
"Thurston","AllYears","53067011420","5.57"
"Thurston","AllYears","53067011500","5.57"
"Thurston","AllYears","53067011610","5.57"
"Thurston","AllYears","53067011621","5.57"
"Thurston","AllYears","53067011622","5.57"
"Thurston","AllYears","53067011623","5.57"
"Thurston","AllYears","53067011624","5.57"
"Thurston","AllYears","53067011710","5.71"
"Thurston","AllYears","53067011720","5.71"
"Thurston","AllYears","53067011810","5.71"
"Thurston","AllYears","53067011821","5.71"
"Thurston","AllYears","53067011822","5.71"
"Thurston","AllYears","53067011900","6"
"Thurston","AllYears","53067012000","5.86"
"Thurston","AllYears","53067012100","5.86"
"Thurston","AllYears","53067012211","5.86"
"Thurston","AllYears","53067012212","5.57"
"Thurston","AllYears","53067012221","5.86"
"Thurston","AllYears","53067012222","5.71"
"Thurston","AllYears","53067012310","5.57"
"Thurston","AllYears","53067012320","5.71"
"Thurston","AllYears","53067012330","5.57"
"Thurston","AllYears","53067012411","6"
"Thurston","AllYears","53067012412","6"
"Thurston","AllYears","53067012420","5.71"
"Thurston","AllYears","53067012510","6.43"
"Thurston","AllYears","53067012520","6.14"
"Thurston","AllYears","53067012530","5.86"
"Thurston","AllYears","53067012610","5.86"
"Thurston","AllYears","53067012620","5.86"
"Thurston","AllYears","53067012710","5.86"
"Thurston","AllYears","53067012720","5.86"
"Thurston","AllYears","53067012730","5.86"
"Wahkiakum","AllYears","53069950100","5.43"
"Walla Walla","AllYears","53071920000","13"
"Walla Walla","AllYears","53071920100","12.71"
"Walla Walla","AllYears","53071920200","12.43"
"Walla Walla","AllYears","53071920300","12.29"
"Walla Walla","AllYears","53071920400","12.43"
"Walla Walla","AllYears","53071920500","12.29"
"Walla Walla","AllYears","53071920600","12.29"
"Walla Walla","AllYears","53071920701","12.29"
"Walla Walla","AllYears","53071920702","12.29"
"Walla Walla","AllYears","53071920801","12.43"
"Walla Walla","AllYears","53071920802","12.43"
"Walla Walla","AllYears","53071920900","12"
"Whatcom","AllYears","53073000100","6.29"
"Whatcom","AllYears","53073000200","6.14"
"Whatcom","AllYears","53073000300","6.14"
"Whatcom","AllYears","53073000400","6.14"
"Whatcom","AllYears","53073000501","6.14"
"Whatcom","AllYears","53073000502","6.14"
"Whatcom","AllYears","53073000600","6.14"
"Whatcom","AllYears","53073000700","6.29"
"Whatcom","AllYears","53073000803","6.29"
"Whatcom","AllYears","53073000804","6.14"
"Whatcom","AllYears","53073000805","6.29"
"Whatcom","AllYears","53073000806","6.29"
"Whatcom","AllYears","53073000901","6.14"
"Whatcom","AllYears","53073000902","6"
"Whatcom","AllYears","53073001000","6.14"
"Whatcom","AllYears","53073001100","6.14"
"Whatcom","AllYears","53073001201","6.14"
